augmented_col,source_sample
EM5_b__aug3,EM5_b
EM5_b__aug4,EM5_b
EM5_b__aug5,EM5_b
EM5_b__aug6,EM5_b
EM5_b__aug7,EM5_b
EM5_b__aug8,EM5_b
EM5_b__aug9,EM5_b
EM5_b__aug10,EM5_b
EM5_b__aug11,EM5_b
EM5_b__aug12,EM5_b
EM5_b__aug13,EM5_b
EM5_b__aug14,EM5_b
EM5_b__aug15,EM5_b
EM5_b__aug16,EM5_b
EM5_b__aug17,EM5_b
EM5_b__aug18,EM5_b
EM5_b__aug19,EM5_b
EM5_b__aug20,EM5_b
EM5_b__aug21,EM5_b
EM5_b__aug22,EM5_b
EM5_b__aug23,EM5_b
EM5_b__aug24,EM5_b
EM5_b__aug25,EM5_b
EM5_b__aug26,EM5_b
EM5_b__aug27,EM5_b
EM5_b__aug28,EM5_b
EM5_b__aug29,EM5_b
EM5_b__aug30,EM5_b
EM5_b__aug31,EM5_b
EM5_b__aug32,EM5_b
EM5_b__aug33,EM5_b
EM5_b__aug34,EM5_b
EM5_b__aug35,EM5_b
EM5_b__aug36,EM5_b
EM5_b__aug37,EM5_b
EM5_b__aug38,EM5_b
EM5_b__aug39,EM5_b
EM5_b__aug40,EM5_b
EM5_b__aug41,EM5_b
EM5_b__aug42,EM5_b
EM5_b__aug43,EM5_b
EM5_b__aug44,EM5_b
EM5_b__aug45,EM5_b
EM5_b__aug46,EM5_b
EM5_b__aug47,EM5_b
EM5_b__aug48,EM5_b
EM5_b__aug49,EM5_b
EM5_b__aug50,EM5_b
EM5_b__aug51,EM5_b
EM5_b__aug52,EM5_b
EM5_b__aug53,EM5_b
EM5_b__aug54,EM5_b
EM5_b__aug55,EM5_b
EM5_b__aug56,EM5_b
EM5_b__aug57,EM5_b
EM5_b__aug58,EM5_b
EM5_b__aug59,EM5_b
EM5_b__aug60,EM5_b
EM5_b__aug61,EM5_b
EM5_b__aug62,EM5_b
EM5_b__aug63,EM5_b
EM5_b__aug64,EM5_b
EM5_b__aug65,EM5_b
EM5_b__aug66,EM5_b
EM5_b__aug67,EM5_b
EM5_b__aug68,EM5_b
EM5_b__aug69,EM5_b
EM5_b__aug70,EM5_b
EM5_b__aug71,EM5_b
EM5_b__aug72,EM5_b
EM5_b__aug73,EM5_b
EM5_b__aug74,EM5_b
EM5_b__aug75,EM5_b
EM5_b__aug76,EM5_b
EM5_b__aug77,EM5_b
EM5_b__aug78,EM5_b
EM5_b__aug79,EM5_b
EM5_b__aug80,EM5_b
EM5_b__aug81,EM5_b
EM5_b__aug82,EM5_b
EM5_b__aug83,EM5_b
EM5_b__aug84,EM5_b
EM5_b__aug85,EM5_b
EM5_b__aug86,EM5_b
EM5_b__aug87,EM5_b
EM5_b__aug88,EM5_b
EM5_b__aug89,EM5_b
EM5_b__aug90,EM5_b
EM5_b__aug91,EM5_b
EM5_b__aug92,EM5_b
EM5_b__aug93,EM5_b
EM5_b__aug94,EM5_b
EM5_b__aug95,EM5_b
EM5_b__aug96,EM5_b
EM5_b__aug97,EM5_b
EM5_b__aug98,EM5_b
EM5_b__aug99,EM5_b
EM8_a__aug0,EM8_a
EM8_a__aug1,EM8_a
EM8_a__aug2,EM8_a
EM8_a__aug3,EM8_a
EM8_a__aug4,EM8_a
EM8_a__aug5,EM8_a
EM8_a__aug6,EM8_a
EM8_a__aug7,EM8_a
EM8_a__aug8,EM8_a
EM8_a__aug9,EM8_a
EM8_a__aug10,EM8_a
EM8_a__aug11,EM8_a
EM8_a__aug12,EM8_a
EM8_a__aug13,EM8_a
EM8_a__aug14,EM8_a
EM8_a__aug15,EM8_a
EM8_a__aug16,EM8_a
EM8_a__aug17,EM8_a
EM8_a__aug18,EM8_a
EM8_a__aug19,EM8_a
EM8_a__aug20,EM8_a
EM8_a__aug21,EM8_a
EM8_a__aug22,EM8_a
EM8_a__aug23,EM8_a
EM8_a__aug24,EM8_a
EM8_a__aug25,EM8_a
EM8_a__aug26,EM8_a
EM8_a__aug27,EM8_a
EM8_a__aug28,EM8_a
EM8_a__aug29,EM8_a
EM8_a__aug30,EM8_a
EM8_a__aug31,EM8_a
EM8_a__aug32,EM8_a
EM8_a__aug33,EM8_a
EM8_a__aug34,EM8_a
EM8_a__aug35,EM8_a
EM8_a__aug36,EM8_a
EM8_a__aug37,EM8_a
EM8_a__aug38,EM8_a
EM8_a__aug39,EM8_a
EM8_a__aug40,EM8_a
EM8_a__aug41,EM8_a
EM8_a__aug42,EM8_a
EM8_a__aug43,EM8_a
EM8_a__aug44,EM8_a
EM8_a__aug45,EM8_a
EM8_a__aug46,EM8_a
EM8_a__aug47,EM8_a
EM8_a__aug48,EM8_a
EM8_a__aug49,EM8_a
EM8_a__aug50,EM8_a
EM8_a__aug51,EM8_a
EM8_a__aug52,EM8_a
EM8_a__aug53,EM8_a
EM8_a__aug54,EM8_a
EM8_a__aug55,EM8_a
EM8_a__aug56,EM8_a
EM8_a__aug57,EM8_a
EM8_a__aug58,EM8_a
EM8_a__aug59,EM8_a
EM8_a__aug60,EM8_a
EM8_a__aug61,EM8_a
EM8_a__aug62,EM8_a
EM8_a__aug63,EM8_a
EM8_a__aug64,EM8_a
EM8_a__aug65,EM8_a
EM8_a__aug66,EM8_a
EM8_a__aug67,EM8_a
EM8_a__aug68,EM8_a
EM8_a__aug69,EM8_a
EM8_a__aug70,EM8_a
EM8_a__aug71,EM8_a
EM8_a__aug72,EM8_a
EM8_a__aug73,EM8_a
EM8_a__aug74,EM8_a
EM8_a__aug75,EM8_a
EM8_a__aug76,EM8_a
EM8_a__aug77,EM8_a
EM8_a__aug78,EM8_a
EM8_a__aug79,EM8_a
EM8_a__aug80,EM8_a
EM8_a__aug81,EM8_a
EM8_a__aug82,EM8_a
EM8_a__aug83,EM8_a
EM8_a__aug84,EM8_a
EM8_a__aug85,EM8_a
EM8_a__aug86,EM8_a
EM8_a__aug87,EM8_a
EM8_a__aug88,EM8_a
EM8_a__aug89,EM8_a
EM8_a__aug90,EM8_a
EM8_a__aug91,EM8_a
EM8_a__aug92,EM8_a
EM8_a__aug93,EM8_a
EM8_a__aug94,EM8_a
EM8_a__aug95,EM8_a
EM8_a__aug96,EM8_a
EM8_a__aug97,EM8_a
EM8_a__aug98,EM8_a
EM8_a__aug99,EM8_a
EM6_b__aug0,EM6_b
EM6_b__aug1,EM6_b
EM6_b__aug2,EM6_b
EM6_b__aug3,EM6_b
EM6_b__aug4,EM6_b
EM6_b__aug5,EM6_b
EM6_b__aug6,EM6_b
EM6_b__aug7,EM6_b
EM6_b__aug8,EM6_b
EM6_b__aug9,EM6_b
EM6_b__aug10,EM6_b
EM6_b__aug11,EM6_b
EM6_b__aug12,EM6_b
EM6_b__aug13,EM6_b
EM6_b__aug14,EM6_b
EM6_b__aug15,EM6_b
EM6_b__aug16,EM6_b
EM6_b__aug17,EM6_b
EM6_b__aug18,EM6_b
EM6_b__aug19,EM6_b
EM6_b__aug20,EM6_b
EM6_b__aug21,EM6_b
EM6_b__aug22,EM6_b
EM6_b__aug23,EM6_b
EM6_b__aug24,EM6_b
EM6_b__aug25,EM6_b
EM6_b__aug26,EM6_b
EM6_b__aug27,EM6_b
EM6_b__aug28,EM6_b
EM6_b__aug29,EM6_b
EM6_b__aug30,EM6_b
EM6_b__aug31,EM6_b
EM6_b__aug32,EM6_b
EM6_b__aug33,EM6_b
EM6_b__aug34,EM6_b
EM6_b__aug35,EM6_b
EM6_b__aug36,EM6_b
EM6_b__aug37,EM6_b
EM6_b__aug38,EM6_b
EM6_b__aug39,EM6_b
EM6_b__aug40,EM6_b
EM6_b__aug41,EM6_b
EM6_b__aug42,EM6_b
EM6_b__aug43,EM6_b
EM6_b__aug44,EM6_b
EM6_b__aug45,EM6_b
EM6_b__aug46,EM6_b
EM6_b__aug47,EM6_b
EM6_b__aug48,EM6_b
EM6_b__aug49,EM6_b
EM6_b__aug50,EM6_b
EM6_b__aug51,EM6_b
EM6_b__aug52,EM6_b
EM6_b__aug53,EM6_b
EM6_b__aug54,EM6_b
EM6_b__aug55,EM6_b
EM6_b__aug56,EM6_b
EM6_b__aug57,EM6_b
EM6_b__aug58,EM6_b
EM6_b__aug59,EM6_b
EM6_b__aug60,EM6_b
EM6_b__aug61,EM6_b
EM6_b__aug62,EM6_b
EM6_b__aug63,EM6_b
EM6_b__aug64,EM6_b
EM6_b__aug65,EM6_b
EM6_b__aug66,EM6_b
EM6_b__aug67,EM6_b
EM6_b__aug68,EM6_b
EM6_b__aug69,EM6_b
EM6_b__aug70,EM6_b
EM6_b__aug71,EM6_b
EM6_b__aug72,EM6_b
EM6_b__aug73,EM6_b
EM6_b__aug74,EM6_b
EM6_b__aug75,EM6_b
EM6_b__aug76,EM6_b
EM6_b__aug77,EM6_b
EM6_b__aug78,EM6_b
EM6_b__aug79,EM6_b
EM6_b__aug80,EM6_b
EM6_b__aug81,EM6_b
EM6_b__aug82,EM6_b
EM6_b__aug83,EM6_b
EM6_b__aug84,EM6_b
EM6_b__aug85,EM6_b
EM6_b__aug86,EM6_b
EM6_b__aug87,EM6_b
EM6_b__aug88,EM6_b
EM6_b__aug89,EM6_b
EM6_b__aug90,EM6_b
EM6_b__aug91,EM6_b
EM6_b__aug92,EM6_b
EM6_b__aug93,EM6_b
EM6_b__aug94,EM6_b
EM6_b__aug95,EM6_b
EM6_b__aug96,EM6_b
EM6_b__aug97,EM6_b
EM6_b__aug98,EM6_b
EM6_b__aug99,EM6_b
E90_a__aug0,E90_a
E90_a__aug1,E90_a
E90_a__aug2,E90_a
E90_a__aug3,E90_a
E90_a__aug4,E90_a
E90_a__aug5,E90_a
E90_a__aug6,E90_a
E90_a__aug7,E90_a
E90_a__aug8,E90_a
E90_a__aug9,E90_a
E90_a__aug10,E90_a
E90_a__aug11,E90_a
E90_a__aug12,E90_a
E90_a__aug13,E90_a
E90_a__aug14,E90_a
E90_a__aug15,E90_a
E90_a__aug16,E90_a
E90_a__aug17,E90_a
E90_a__aug18,E90_a
E90_a__aug19,E90_a
E90_a__aug20,E90_a
E90_a__aug21,E90_a
E90_a__aug22,E90_a
E90_a__aug23,E90_a
E90_a__aug24,E90_a
E90_a__aug25,E90_a
E90_a__aug26,E90_a
E90_a__aug27,E90_a
E90_a__aug28,E90_a
E90_a__aug29,E90_a
E90_a__aug30,E90_a
E90_a__aug31,E90_a
E90_a__aug32,E90_a
E90_a__aug33,E90_a
E90_a__aug34,E90_a
E90_a__aug35,E90_a
E90_a__aug36,E90_a
E90_a__aug37,E90_a
E90_a__aug38,E90_a
E90_a__aug39,E90_a
E90_a__aug40,E90_a
E90_a__aug41,E90_a
E90_a__aug42,E90_a
E90_a__aug43,E90_a
E90_a__aug44,E90_a
E90_a__aug45,E90_a
E90_a__aug46,E90_a
E90_a__aug47,E90_a
E90_a__aug48,E90_a
E90_a__aug49,E90_a
E90_a__aug50,E90_a
E90_a__aug51,E90_a
E90_a__aug52,E90_a
E90_a__aug53,E90_a
E90_a__aug54,E90_a
E90_a__aug55,E90_a
E90_a__aug56,E90_a
E90_a__aug57,E90_a
E90_a__aug58,E90_a
E90_a__aug59,E90_a
E90_a__aug60,E90_a
E90_a__aug61,E90_a
E90_a__aug62,E90_a
E90_a__aug63,E90_a
E90_a__aug64,E90_a
E90_a__aug65,E90_a
E90_a__aug66,E90_a
E90_a__aug67,E90_a
E90_a__aug68,E90_a
E90_a__aug69,E90_a
E90_a__aug70,E90_a
E90_a__aug71,E90_a
E90_a__aug72,E90_a
E90_a__aug73,E90_a
E90_a__aug74,E90_a
E90_a__aug75,E90_a
E90_a__aug76,E90_a
E90_a__aug77,E90_a
E90_a__aug78,E90_a
E90_a__aug79,E90_a
E90_a__aug80,E90_a
E90_a__aug81,E90_a
E90_a__aug82,E90_a
E90_a__aug83,E90_a
E90_a__aug84,E90_a
E90_a__aug85,E90_a
E90_a__aug86,E90_a
E90_a__aug87,E90_a
E90_a__aug88,E90_a
E90_a__aug89,E90_a
E90_a__aug90,E90_a
E90_a__aug91,E90_a
E90_a__aug92,E90_a
E90_a__aug93,E90_a
E90_a__aug94,E90_a
E90_a__aug95,E90_a
E90_a__aug96,E90_a
E90_a__aug97,E90_a
E90_a__aug98,E90_a
E90_a__aug99,E90_a
E80_a__aug0,E80_a
E80_a__aug1,E80_a
E80_a__aug2,E80_a
E80_a__aug3,E80_a
E80_a__aug4,E80_a
E80_a__aug5,E80_a
E80_a__aug6,E80_a
E80_a__aug7,E80_a
E80_a__aug8,E80_a
E80_a__aug9,E80_a
E80_a__aug10,E80_a
E80_a__aug11,E80_a
E80_a__aug12,E80_a
E80_a__aug13,E80_a
E80_a__aug14,E80_a
E80_a__aug15,E80_a
E80_a__aug16,E80_a
E80_a__aug17,E80_a
E80_a__aug18,E80_a
E80_a__aug19,E80_a
E80_a__aug20,E80_a
E80_a__aug21,E80_a
E80_a__aug22,E80_a
E80_a__aug23,E80_a
E80_a__aug24,E80_a
E80_a__aug25,E80_a
E80_a__aug26,E80_a
E80_a__aug27,E80_a
E80_a__aug28,E80_a
E80_a__aug29,E80_a
E80_a__aug30,E80_a
E80_a__aug31,E80_a
E80_a__aug32,E80_a
E80_a__aug33,E80_a
E80_a__aug34,E80_a
E80_a__aug35,E80_a
E80_a__aug36,E80_a
E80_a__aug37,E80_a
E80_a__aug38,E80_a
E80_a__aug39,E80_a
E80_a__aug40,E80_a
E80_a__aug41,E80_a
E80_a__aug42,E80_a
E80_a__aug43,E80_a
E80_a__aug44,E80_a
E80_a__aug45,E80_a
E80_a__aug46,E80_a
E80_a__aug47,E80_a
E80_a__aug48,E80_a
E80_a__aug49,E80_a
E80_a__aug50,E80_a
E80_a__aug51,E80_a
E80_a__aug52,E80_a
E80_a__aug53,E80_a
E80_a__aug54,E80_a
E80_a__aug55,E80_a
E80_a__aug56,E80_a
E80_a__aug57,E80_a
E80_a__aug58,E80_a
E80_a__aug59,E80_a
E80_a__aug60,E80_a
E80_a__aug61,E80_a
E80_a__aug62,E80_a
E80_a__aug63,E80_a
E80_a__aug64,E80_a
E80_a__aug65,E80_a
E80_a__aug66,E80_a
E80_a__aug67,E80_a
E80_a__aug68,E80_a
E80_a__aug69,E80_a
E80_a__aug70,E80_a
E80_a__aug71,E80_a
E80_a__aug72,E80_a
E80_a__aug73,E80_a
E80_a__aug74,E80_a
E80_a__aug75,E80_a
E80_a__aug76,E80_a
E80_a__aug77,E80_a
E80_a__aug78,E80_a
E80_a__aug79,E80_a
E80_a__aug80,E80_a
E80_a__aug81,E80_a
E80_a__aug82,E80_a
E80_a__aug83,E80_a
E80_a__aug84,E80_a
E80_a__aug85,E80_a
E80_a__aug86,E80_a
E80_a__aug87,E80_a
E80_a__aug88,E80_a
E80_a__aug89,E80_a
E80_a__aug90,E80_a
E80_a__aug91,E80_a
E80_a__aug92,E80_a
E80_a__aug93,E80_a
E80_a__aug94,E80_a
E80_a__aug95,E80_a
E80_a__aug96,E80_a
E80_a__aug97,E80_a
E80_a__aug98,E80_a
E80_a__aug99,E80_a
E10_a__aug0,E10_a
E10_a__aug1,E10_a
E10_a__aug2,E10_a
E10_a__aug3,E10_a
E10_a__aug4,E10_a
E10_a__aug5,E10_a
E10_a__aug6,E10_a
E10_a__aug7,E10_a
E10_a__aug8,E10_a
E10_a__aug9,E10_a
E10_a__aug10,E10_a
E10_a__aug11,E10_a
E10_a__aug12,E10_a
E10_a__aug13,E10_a
E10_a__aug14,E10_a
E10_a__aug15,E10_a
E10_a__aug16,E10_a
E10_a__aug17,E10_a
E10_a__aug18,E10_a
E10_a__aug19,E10_a
E10_a__aug20,E10_a
E10_a__aug21,E10_a
E10_a__aug22,E10_a
E10_a__aug23,E10_a
E10_a__aug24,E10_a
E10_a__aug25,E10_a
E10_a__aug26,E10_a
E10_a__aug27,E10_a
E10_a__aug28,E10_a
E10_a__aug29,E10_a
E10_a__aug30,E10_a
E10_a__aug31,E10_a
E10_a__aug32,E10_a
E10_a__aug33,E10_a
E10_a__aug34,E10_a
E10_a__aug35,E10_a
E10_a__aug36,E10_a
E10_a__aug37,E10_a
E10_a__aug38,E10_a
E10_a__aug39,E10_a
E10_a__aug40,E10_a
E10_a__aug41,E10_a
E10_a__aug42,E10_a
E10_a__aug43,E10_a
E10_a__aug44,E10_a
E10_a__aug45,E10_a
E10_a__aug46,E10_a
E10_a__aug47,E10_a
E10_a__aug48,E10_a
E10_a__aug49,E10_a
E10_a__aug50,E10_a
E10_a__aug51,E10_a
E10_a__aug52,E10_a
E10_a__aug53,E10_a
E10_a__aug54,E10_a
E10_a__aug55,E10_a
E10_a__aug56,E10_a
E10_a__aug57,E10_a
E10_a__aug58,E10_a
E10_a__aug59,E10_a
E10_a__aug60,E10_a
E10_a__aug61,E10_a
E10_a__aug62,E10_a
E10_a__aug63,E10_a
E10_a__aug64,E10_a
E10_a__aug65,E10_a
E10_a__aug66,E10_a
E10_a__aug67,E10_a
E10_a__aug68,E10_a
E10_a__aug69,E10_a
E10_a__aug70,E10_a
E10_a__aug71,E10_a
E10_a__aug72,E10_a
E10_a__aug73,E10_a
E10_a__aug74,E10_a
E10_a__aug75,E10_a
E10_a__aug76,E10_a
E10_a__aug77,E10_a
E10_a__aug78,E10_a
E10_a__aug79,E10_a
E10_a__aug80,E10_a
E10_a__aug81,E10_a
E10_a__aug82,E10_a
E10_a__aug83,E10_a
E10_a__aug84,E10_a
E10_a__aug85,E10_a
E10_a__aug86,E10_a
E10_a__aug87,E10_a
E10_a__aug88,E10_a
E10_a__aug89,E10_a
E10_a__aug90,E10_a
E10_a__aug91,E10_a
E10_a__aug92,E10_a
E10_a__aug93,E10_a
E10_a__aug94,E10_a
E10_a__aug95,E10_a
E10_a__aug96,E10_a
E10_a__aug97,E10_a
E10_a__aug98,E10_a
E10_a__aug99,E10_a
Ethanol__aug0,Ethanol
Ethanol__aug1,Ethanol
Ethanol__aug2,Ethanol
Ethanol__aug3,Ethanol
Ethanol__aug4,Ethanol
Ethanol__aug5,Ethanol
Ethanol__aug6,Ethanol
Ethanol__aug7,Ethanol
Ethanol__aug8,Ethanol
Ethanol__aug9,Ethanol
Ethanol__aug10,Ethanol
Ethanol__aug11,Ethanol
Ethanol__aug12,Ethanol
Ethanol__aug13,Ethanol
Ethanol__aug14,Ethanol
Ethanol__aug15,Ethanol
Ethanol__aug16,Ethanol
Ethanol__aug17,Ethanol
Ethanol__aug18,Ethanol
Ethanol__aug19,Ethanol
Ethanol__aug20,Ethanol
Ethanol__aug21,Ethanol
Ethanol__aug22,Ethanol
Ethanol__aug23,Ethanol
Ethanol__aug24,Ethanol
Ethanol__aug25,Ethanol
Ethanol__aug26,Ethanol
Ethanol__aug27,Ethanol
Ethanol__aug28,Ethanol
Ethanol__aug29,Ethanol
Ethanol__aug30,Ethanol
Ethanol__aug31,Ethanol
Ethanol__aug32,Ethanol
Ethanol__aug33,Ethanol
Ethanol__aug34,Ethanol
Ethanol__aug35,Ethanol
Ethanol__aug36,Ethanol
Ethanol__aug37,Ethanol
Ethanol__aug38,Ethanol
Ethanol__aug39,Ethanol
Ethanol__aug40,Ethanol
Ethanol__aug41,Ethanol
Ethanol__aug42,Ethanol
Ethanol__aug43,Ethanol
Ethanol__aug44,Ethanol
Ethanol__aug45,Ethanol
Ethanol__aug46,Ethanol
Ethanol__aug47,Ethanol
Ethanol__aug48,Ethanol
Ethanol__aug49,Ethanol
Ethanol__aug50,Ethanol
Ethanol__aug51,Ethanol
Ethanol__aug52,Ethanol
Ethanol__aug53,Ethanol
Ethanol__aug54,Ethanol
Ethanol__aug55,Ethanol
Ethanol__aug56,Ethanol
Ethanol__aug57,Ethanol
Ethanol__aug58,Ethanol
Ethanol__aug59,Ethanol
Ethanol__aug60,Ethanol
Ethanol__aug61,Ethanol
Ethanol__aug62,Ethanol
Ethanol__aug63,Ethanol
Ethanol__aug64,Ethanol
Ethanol__aug65,Ethanol
Ethanol__aug66,Ethanol
Ethanol__aug67,Ethanol
Ethanol__aug68,Ethanol
Ethanol__aug69,Ethanol
Ethanol__aug70,Ethanol
Ethanol__aug71,Ethanol
Ethanol__aug72,Ethanol
Ethanol__aug73,Ethanol
Ethanol__aug74,Ethanol
Ethanol__aug75,Ethanol
Ethanol__aug76,Ethanol
Ethanol__aug77,Ethanol
Ethanol__aug78,Ethanol
Ethanol__aug79,Ethanol
Ethanol__aug80,Ethanol
Ethanol__aug81,Ethanol
Ethanol__aug82,Ethanol
Ethanol__aug83,Ethanol
Ethanol__aug84,Ethanol
Ethanol__aug85,Ethanol
Ethanol__aug86,Ethanol
Ethanol__aug87,Ethanol
Ethanol__aug88,Ethanol
Ethanol__aug89,Ethanol
Ethanol__aug90,Ethanol
Ethanol__aug91,Ethanol
Ethanol__aug92,Ethanol
Ethanol__aug93,Ethanol
Ethanol__aug94,Ethanol
Ethanol__aug95,Ethanol
Ethanol__aug96,Ethanol
Ethanol__aug97,Ethanol
Ethanol__aug98,Ethanol
Ethanol__aug99,Ethanol
E80_c__aug0,E80_c
E80_c__aug1,E80_c
E80_c__aug2,E80_c
E80_c__aug3,E80_c
E80_c__aug4,E80_c
E80_c__aug5,E80_c
E80_c__aug6,E80_c
E80_c__aug7,E80_c
E80_c__aug8,E80_c
E80_c__aug9,E80_c
E80_c__aug10,E80_c
E80_c__aug11,E80_c
E80_c__aug12,E80_c
E80_c__aug13,E80_c
E80_c__aug14,E80_c
E80_c__aug15,E80_c
E80_c__aug16,E80_c
E80_c__aug17,E80_c
E80_c__aug18,E80_c
E80_c__aug19,E80_c
E80_c__aug20,E80_c
E80_c__aug21,E80_c
E80_c__aug22,E80_c
E80_c__aug23,E80_c
E80_c__aug24,E80_c
E80_c__aug25,E80_c
E80_c__aug26,E80_c
E80_c__aug27,E80_c
E80_c__aug28,E80_c
E80_c__aug29,E80_c
E80_c__aug30,E80_c
E80_c__aug31,E80_c
E80_c__aug32,E80_c
E80_c__aug33,E80_c
E80_c__aug34,E80_c
E80_c__aug35,E80_c
E80_c__aug36,E80_c
E80_c__aug37,E80_c
E80_c__aug38,E80_c
E80_c__aug39,E80_c
E80_c__aug40,E80_c
E80_c__aug41,E80_c
E80_c__aug42,E80_c
E80_c__aug43,E80_c
E80_c__aug44,E80_c
E80_c__aug45,E80_c
E80_c__aug46,E80_c
E80_c__aug47,E80_c
E80_c__aug48,E80_c
E80_c__aug49,E80_c
E80_c__aug50,E80_c
E80_c__aug51,E80_c
E80_c__aug52,E80_c
E80_c__aug53,E80_c
E80_c__aug54,E80_c
E80_c__aug55,E80_c
E80_c__aug56,E80_c
E80_c__aug57,E80_c
E80_c__aug58,E80_c
E80_c__aug59,E80_c
E80_c__aug60,E80_c
E80_c__aug61,E80_c
E80_c__aug62,E80_c
E80_c__aug63,E80_c
E80_c__aug64,E80_c
E80_c__aug65,E80_c
E80_c__aug66,E80_c
E80_c__aug67,E80_c
E80_c__aug68,E80_c
E80_c__aug69,E80_c
E80_c__aug70,E80_c
E80_c__aug71,E80_c
E80_c__aug72,E80_c
E80_c__aug73,E80_c
E80_c__aug74,E80_c
E80_c__aug75,E80_c
E80_c__aug76,E80_c
E80_c__aug77,E80_c
E80_c__aug78,E80_c
E80_c__aug79,E80_c
E80_c__aug80,E80_c
E80_c__aug81,E80_c
E80_c__aug82,E80_c
E80_c__aug83,E80_c
E80_c__aug84,E80_c
E80_c__aug85,E80_c
