augmented_col,source_sample
E80_c__aug86,E80_c
E80_c__aug87,E80_c
E80_c__aug88,E80_c
E80_c__aug89,E80_c
E80_c__aug90,E80_c
E80_c__aug91,E80_c
E80_c__aug92,E80_c
E80_c__aug93,E80_c
E80_c__aug94,E80_c
E80_c__aug95,E80_c
E80_c__aug96,E80_c
E80_c__aug97,E80_c
E80_c__aug98,E80_c
E80_c__aug99,E80_c
E90_c__aug0,E90_c
E90_c__aug1,E90_c
E90_c__aug2,E90_c
E90_c__aug3,E90_c
E90_c__aug4,E90_c
E90_c__aug5,E90_c
E90_c__aug6,E90_c
E90_c__aug7,E90_c
E90_c__aug8,E90_c
E90_c__aug9,E90_c
E90_c__aug10,E90_c
E90_c__aug11,E90_c
E90_c__aug12,E90_c
E90_c__aug13,E90_c
E90_c__aug14,E90_c
E90_c__aug15,E90_c
E90_c__aug16,E90_c
E90_c__aug17,E90_c
E90_c__aug18,E90_c
E90_c__aug19,E90_c
E90_c__aug20,E90_c
E90_c__aug21,E90_c
E90_c__aug22,E90_c
E90_c__aug23,E90_c
E90_c__aug24,E90_c
E90_c__aug25,E90_c
E90_c__aug26,E90_c
E90_c__aug27,E90_c
E90_c__aug28,E90_c
E90_c__aug29,E90_c
E90_c__aug30,E90_c
E90_c__aug31,E90_c
E90_c__aug32,E90_c
E90_c__aug33,E90_c
E90_c__aug34,E90_c
E90_c__aug35,E90_c
E90_c__aug36,E90_c
E90_c__aug37,E90_c
E90_c__aug38,E90_c
E90_c__aug39,E90_c
E90_c__aug40,E90_c
E90_c__aug41,E90_c
E90_c__aug42,E90_c
E90_c__aug43,E90_c
E90_c__aug44,E90_c
E90_c__aug45,E90_c
E90_c__aug46,E90_c
E90_c__aug47,E90_c
E90_c__aug48,E90_c
E90_c__aug49,E90_c
E90_c__aug50,E90_c
E90_c__aug51,E90_c
E90_c__aug52,E90_c
E90_c__aug53,E90_c
E90_c__aug54,E90_c
E90_c__aug55,E90_c
E90_c__aug56,E90_c
E90_c__aug57,E90_c
E90_c__aug58,E90_c
E90_c__aug59,E90_c
E90_c__aug60,E90_c
E90_c__aug61,E90_c
E90_c__aug62,E90_c
E90_c__aug63,E90_c
E90_c__aug64,E90_c
E90_c__aug65,E90_c
E90_c__aug66,E90_c
E90_c__aug67,E90_c
E90_c__aug68,E90_c
E90_c__aug69,E90_c
E90_c__aug70,E90_c
E90_c__aug71,E90_c
E90_c__aug72,E90_c
E90_c__aug73,E90_c
E90_c__aug74,E90_c
E90_c__aug75,E90_c
E90_c__aug76,E90_c
E90_c__aug77,E90_c
E90_c__aug78,E90_c
E90_c__aug79,E90_c
E90_c__aug80,E90_c
E90_c__aug81,E90_c
E90_c__aug82,E90_c
E90_c__aug83,E90_c
E90_c__aug84,E90_c
E90_c__aug85,E90_c
E90_c__aug86,E90_c
E90_c__aug87,E90_c
E90_c__aug88,E90_c
E90_c__aug89,E90_c
E90_c__aug90,E90_c
E90_c__aug91,E90_c
E90_c__aug92,E90_c
E90_c__aug93,E90_c
E90_c__aug94,E90_c
E90_c__aug95,E90_c
E90_c__aug96,E90_c
E90_c__aug97,E90_c
E90_c__aug98,E90_c
E90_c__aug99,E90_c
EM4_a__aug0,EM4_a
EM4_a__aug1,EM4_a
EM4_a__aug2,EM4_a
EM4_a__aug3,EM4_a
EM4_a__aug4,EM4_a
EM4_a__aug5,EM4_a
EM4_a__aug6,EM4_a
EM4_a__aug7,EM4_a
EM4_a__aug8,EM4_a
EM4_a__aug9,EM4_a
EM4_a__aug10,EM4_a
EM4_a__aug11,EM4_a
EM4_a__aug12,EM4_a
EM4_a__aug13,EM4_a
EM4_a__aug14,EM4_a
EM4_a__aug15,EM4_a
EM4_a__aug16,EM4_a
EM4_a__aug17,EM4_a
EM4_a__aug18,EM4_a
EM4_a__aug19,EM4_a
EM4_a__aug20,EM4_a
EM4_a__aug21,EM4_a
EM4_a__aug22,EM4_a
EM4_a__aug23,EM4_a
EM4_a__aug24,EM4_a
EM4_a__aug25,EM4_a
EM4_a__aug26,EM4_a
EM4_a__aug27,EM4_a
EM4_a__aug28,EM4_a
EM4_a__aug29,EM4_a
EM4_a__aug30,EM4_a
EM4_a__aug31,EM4_a
EM4_a__aug32,EM4_a
EM4_a__aug33,EM4_a
EM4_a__aug34,EM4_a
EM4_a__aug35,EM4_a
EM4_a__aug36,EM4_a
EM4_a__aug37,EM4_a
EM4_a__aug38,EM4_a
EM4_a__aug39,EM4_a
EM4_a__aug40,EM4_a
EM4_a__aug41,EM4_a
EM4_a__aug42,EM4_a
EM4_a__aug43,EM4_a
EM4_a__aug44,EM4_a
EM4_a__aug45,EM4_a
EM4_a__aug46,EM4_a
EM4_a__aug47,EM4_a
EM4_a__aug48,EM4_a
EM4_a__aug49,EM4_a
EM4_a__aug50,EM4_a
EM4_a__aug51,EM4_a
EM4_a__aug52,EM4_a
EM4_a__aug53,EM4_a
EM4_a__aug54,EM4_a
EM4_a__aug55,EM4_a
EM4_a__aug56,EM4_a
EM4_a__aug57,EM4_a
EM4_a__aug58,EM4_a
EM4_a__aug59,EM4_a
EM4_a__aug60,EM4_a
EM4_a__aug61,EM4_a
EM4_a__aug62,EM4_a
EM4_a__aug63,EM4_a
EM4_a__aug64,EM4_a
EM4_a__aug65,EM4_a
EM4_a__aug66,EM4_a
EM4_a__aug67,EM4_a
EM4_a__aug68,EM4_a
EM4_a__aug69,EM4_a
EM4_a__aug70,EM4_a
EM4_a__aug71,EM4_a
EM4_a__aug72,EM4_a
EM4_a__aug73,EM4_a
EM4_a__aug74,EM4_a
EM4_a__aug75,EM4_a
EM4_a__aug76,EM4_a
EM4_a__aug77,EM4_a
EM4_a__aug78,EM4_a
EM4_a__aug79,EM4_a
EM4_a__aug80,EM4_a
EM4_a__aug81,EM4_a
EM4_a__aug82,EM4_a
EM4_a__aug83,EM4_a
EM4_a__aug84,EM4_a
EM4_a__aug85,EM4_a
EM4_a__aug86,EM4_a
EM4_a__aug87,EM4_a
EM4_a__aug88,EM4_a
EM4_a__aug89,EM4_a
EM4_a__aug90,EM4_a
EM4_a__aug91,EM4_a
EM4_a__aug92,EM4_a
EM4_a__aug93,EM4_a
EM4_a__aug94,EM4_a
EM4_a__aug95,EM4_a
EM4_a__aug96,EM4_a
EM4_a__aug97,EM4_a
EM4_a__aug98,EM4_a
EM4_a__aug99,EM4_a
EM1_b__aug0,EM1_b
EM1_b__aug1,EM1_b
EM1_b__aug2,EM1_b
EM1_b__aug3,EM1_b
EM1_b__aug4,EM1_b
EM1_b__aug5,EM1_b
EM1_b__aug6,EM1_b
EM1_b__aug7,EM1_b
EM1_b__aug8,EM1_b
EM1_b__aug9,EM1_b
EM1_b__aug10,EM1_b
EM1_b__aug11,EM1_b
EM1_b__aug12,EM1_b
EM1_b__aug13,EM1_b
EM1_b__aug14,EM1_b
EM1_b__aug15,EM1_b
EM1_b__aug16,EM1_b
EM1_b__aug17,EM1_b
EM1_b__aug18,EM1_b
EM1_b__aug19,EM1_b
EM1_b__aug20,EM1_b
EM1_b__aug21,EM1_b
EM1_b__aug22,EM1_b
EM1_b__aug23,EM1_b
EM1_b__aug24,EM1_b
EM1_b__aug25,EM1_b
EM1_b__aug26,EM1_b
EM1_b__aug27,EM1_b
EM1_b__aug28,EM1_b
EM1_b__aug29,EM1_b
EM1_b__aug30,EM1_b
EM1_b__aug31,EM1_b
EM1_b__aug32,EM1_b
EM1_b__aug33,EM1_b
EM1_b__aug34,EM1_b
EM1_b__aug35,EM1_b
EM1_b__aug36,EM1_b
EM1_b__aug37,EM1_b
EM1_b__aug38,EM1_b
EM1_b__aug39,EM1_b
EM1_b__aug40,EM1_b
EM1_b__aug41,EM1_b
EM1_b__aug42,EM1_b
EM1_b__aug43,EM1_b
EM1_b__aug44,EM1_b
EM1_b__aug45,EM1_b
EM1_b__aug46,EM1_b
EM1_b__aug47,EM1_b
EM1_b__aug48,EM1_b
EM1_b__aug49,EM1_b
EM1_b__aug50,EM1_b
EM1_b__aug51,EM1_b
EM1_b__aug52,EM1_b
EM1_b__aug53,EM1_b
EM1_b__aug54,EM1_b
EM1_b__aug55,EM1_b
EM1_b__aug56,EM1_b
EM1_b__aug57,EM1_b
EM1_b__aug58,EM1_b
EM1_b__aug59,EM1_b
EM1_b__aug60,EM1_b
EM1_b__aug61,EM1_b
EM1_b__aug62,EM1_b
EM1_b__aug63,EM1_b
EM1_b__aug64,EM1_b
EM1_b__aug65,EM1_b
EM1_b__aug66,EM1_b
EM1_b__aug67,EM1_b
EM1_b__aug68,EM1_b
EM1_b__aug69,EM1_b
EM1_b__aug70,EM1_b
EM1_b__aug71,EM1_b
EM1_b__aug72,EM1_b
EM1_b__aug73,EM1_b
EM1_b__aug74,EM1_b
EM1_b__aug75,EM1_b
EM1_b__aug76,EM1_b
EM1_b__aug77,EM1_b
EM1_b__aug78,EM1_b
EM1_b__aug79,EM1_b
EM1_b__aug80,EM1_b
EM1_b__aug81,EM1_b
EM1_b__aug82,EM1_b
EM1_b__aug83,EM1_b
EM1_b__aug84,EM1_b
EM1_b__aug85,EM1_b
EM1_b__aug86,EM1_b
EM1_b__aug87,EM1_b
EM1_b__aug88,EM1_b
EM1_b__aug89,EM1_b
EM1_b__aug90,EM1_b
EM1_b__aug91,EM1_b
EM1_b__aug92,EM1_b
EM1_b__aug93,EM1_b
EM1_b__aug94,EM1_b
EM1_b__aug95,EM1_b
EM1_b__aug96,EM1_b
EM1_b__aug97,EM1_b
EM1_b__aug98,EM1_b
EM1_b__aug99,EM1_b
E70_a__aug0,E70_a
E70_a__aug1,E70_a
E70_a__aug2,E70_a
E70_a__aug3,E70_a
E70_a__aug4,E70_a
E70_a__aug5,E70_a
E70_a__aug6,E70_a
E70_a__aug7,E70_a
E70_a__aug8,E70_a
E70_a__aug9,E70_a
E70_a__aug10,E70_a
E70_a__aug11,E70_a
E70_a__aug12,E70_a
E70_a__aug13,E70_a
E70_a__aug14,E70_a
E70_a__aug15,E70_a
E70_a__aug16,E70_a
E70_a__aug17,E70_a
E70_a__aug18,E70_a
E70_a__aug19,E70_a
E70_a__aug20,E70_a
E70_a__aug21,E70_a
E70_a__aug22,E70_a
E70_a__aug23,E70_a
E70_a__aug24,E70_a
E70_a__aug25,E70_a
E70_a__aug26,E70_a
E70_a__aug27,E70_a
E70_a__aug28,E70_a
E70_a__aug29,E70_a
E70_a__aug30,E70_a
E70_a__aug31,E70_a
E70_a__aug32,E70_a
E70_a__aug33,E70_a
E70_a__aug34,E70_a
E70_a__aug35,E70_a
E70_a__aug36,E70_a
E70_a__aug37,E70_a
E70_a__aug38,E70_a
E70_a__aug39,E70_a
E70_a__aug40,E70_a
E70_a__aug41,E70_a
E70_a__aug42,E70_a
E70_a__aug43,E70_a
E70_a__aug44,E70_a
E70_a__aug45,E70_a
E70_a__aug46,E70_a
E70_a__aug47,E70_a
E70_a__aug48,E70_a
E70_a__aug49,E70_a
E70_a__aug50,E70_a
E70_a__aug51,E70_a
E70_a__aug52,E70_a
E70_a__aug53,E70_a
E70_a__aug54,E70_a
E70_a__aug55,E70_a
E70_a__aug56,E70_a
E70_a__aug57,E70_a
E70_a__aug58,E70_a
E70_a__aug59,E70_a
E70_a__aug60,E70_a
E70_a__aug61,E70_a
E70_a__aug62,E70_a
E70_a__aug63,E70_a
E70_a__aug64,E70_a
E70_a__aug65,E70_a
E70_a__aug66,E70_a
E70_a__aug67,E70_a
E70_a__aug68,E70_a
E70_a__aug69,E70_a
E70_a__aug70,E70_a
E70_a__aug71,E70_a
E70_a__aug72,E70_a
E70_a__aug73,E70_a
E70_a__aug74,E70_a
E70_a__aug75,E70_a
E70_a__aug76,E70_a
E70_a__aug77,E70_a
E70_a__aug78,E70_a
E70_a__aug79,E70_a
E70_a__aug80,E70_a
E70_a__aug81,E70_a
E70_a__aug82,E70_a
E70_a__aug83,E70_a
E70_a__aug84,E70_a
E70_a__aug85,E70_a
E70_a__aug86,E70_a
E70_a__aug87,E70_a
E70_a__aug88,E70_a
E70_a__aug89,E70_a
E70_a__aug90,E70_a
E70_a__aug91,E70_a
E70_a__aug92,E70_a
E70_a__aug93,E70_a
E70_a__aug94,E70_a
E70_a__aug95,E70_a
E70_a__aug96,E70_a
E70_a__aug97,E70_a
E70_a__aug98,E70_a
E70_a__aug99,E70_a
Methanol__aug0,Methanol
Methanol__aug1,Methanol
Methanol__aug2,Methanol
Methanol__aug3,Methanol
Methanol__aug4,Methanol
Methanol__aug5,Methanol
Methanol__aug6,Methanol
Methanol__aug7,Methanol
Methanol__aug8,Methanol
Methanol__aug9,Methanol
Methanol__aug10,Methanol
Methanol__aug11,Methanol
Methanol__aug12,Methanol
Methanol__aug13,Methanol
Methanol__aug14,Methanol
Methanol__aug15,Methanol
Methanol__aug16,Methanol
Methanol__aug17,Methanol
Methanol__aug18,Methanol
Methanol__aug19,Methanol
Methanol__aug20,Methanol
Methanol__aug21,Methanol
Methanol__aug22,Methanol
Methanol__aug23,Methanol
Methanol__aug24,Methanol
Methanol__aug25,Methanol
Methanol__aug26,Methanol
Methanol__aug27,Methanol
Methanol__aug28,Methanol
Methanol__aug29,Methanol
Methanol__aug30,Methanol
Methanol__aug31,Methanol
Methanol__aug32,Methanol
Methanol__aug33,Methanol
Methanol__aug34,Methanol
Methanol__aug35,Methanol
Methanol__aug36,Methanol
Methanol__aug37,Methanol
Methanol__aug38,Methanol
Methanol__aug39,Methanol
Methanol__aug40,Methanol
Methanol__aug41,Methanol
Methanol__aug42,Methanol
Methanol__aug43,Methanol
Methanol__aug44,Methanol
Methanol__aug45,Methanol
Methanol__aug46,Methanol
Methanol__aug47,Methanol
Methanol__aug48,Methanol
Methanol__aug49,Methanol
Methanol__aug50,Methanol
Methanol__aug51,Methanol
Methanol__aug52,Methanol
Methanol__aug53,Methanol
Methanol__aug54,Methanol
Methanol__aug55,Methanol
Methanol__aug56,Methanol
Methanol__aug57,Methanol
Methanol__aug58,Methanol
Methanol__aug59,Methanol
Methanol__aug60,Methanol
Methanol__aug61,Methanol
Methanol__aug62,Methanol
Methanol__aug63,Methanol
Methanol__aug64,Methanol
Methanol__aug65,Methanol
Methanol__aug66,Methanol
Methanol__aug67,Methanol
Methanol__aug68,Methanol
Methanol__aug69,Methanol
Methanol__aug70,Methanol
Methanol__aug71,Methanol
Methanol__aug72,Methanol
Methanol__aug73,Methanol
Methanol__aug74,Methanol
Methanol__aug75,Methanol
Methanol__aug76,Methanol
Methanol__aug77,Methanol
Methanol__aug78,Methanol
Methanol__aug79,Methanol
Methanol__aug80,Methanol
Methanol__aug81,Methanol
Methanol__aug82,Methanol
Methanol__aug83,Methanol
Methanol__aug84,Methanol
Methanol__aug85,Methanol
Methanol__aug86,Methanol
Methanol__aug87,Methanol
Methanol__aug88,Methanol
Methanol__aug89,Methanol
Methanol__aug90,Methanol
Methanol__aug91,Methanol
Methanol__aug92,Methanol
Methanol__aug93,Methanol
Methanol__aug94,Methanol
Methanol__aug95,Methanol
Methanol__aug96,Methanol
Methanol__aug97,Methanol
Methanol__aug98,Methanol
Methanol__aug99,Methanol
E30_c__aug0,E30_c
E30_c__aug1,E30_c
E30_c__aug2,E30_c
E30_c__aug3,E30_c
E30_c__aug4,E30_c
E30_c__aug5,E30_c
E30_c__aug6,E30_c
E30_c__aug7,E30_c
E30_c__aug8,E30_c
E30_c__aug9,E30_c
E30_c__aug10,E30_c
E30_c__aug11,E30_c
E30_c__aug12,E30_c
E30_c__aug13,E30_c
E30_c__aug14,E30_c
E30_c__aug15,E30_c
E30_c__aug16,E30_c
E30_c__aug17,E30_c
E30_c__aug18,E30_c
E30_c__aug19,E30_c
E30_c__aug20,E30_c
E30_c__aug21,E30_c
E30_c__aug22,E30_c
E30_c__aug23,E30_c
E30_c__aug24,E30_c
E30_c__aug25,E30_c
E30_c__aug26,E30_c
E30_c__aug27,E30_c
E30_c__aug28,E30_c
E30_c__aug29,E30_c
E30_c__aug30,E30_c
E30_c__aug31,E30_c
E30_c__aug32,E30_c
E30_c__aug33,E30_c
E30_c__aug34,E30_c
E30_c__aug35,E30_c
E30_c__aug36,E30_c
E30_c__aug37,E30_c
E30_c__aug38,E30_c
E30_c__aug39,E30_c
E30_c__aug40,E30_c
E30_c__aug41,E30_c
E30_c__aug42,E30_c
E30_c__aug43,E30_c
E30_c__aug44,E30_c
E30_c__aug45,E30_c
E30_c__aug46,E30_c
E30_c__aug47,E30_c
E30_c__aug48,E30_c
E30_c__aug49,E30_c
E30_c__aug50,E30_c
E30_c__aug51,E30_c
E30_c__aug52,E30_c
E30_c__aug53,E30_c
E30_c__aug54,E30_c
E30_c__aug55,E30_c
E30_c__aug56,E30_c
E30_c__aug57,E30_c
E30_c__aug58,E30_c
E30_c__aug59,E30_c
E30_c__aug60,E30_c
E30_c__aug61,E30_c
E30_c__aug62,E30_c
E30_c__aug63,E30_c
E30_c__aug64,E30_c
E30_c__aug65,E30_c
E30_c__aug66,E30_c
E30_c__aug67,E30_c
E30_c__aug68,E30_c
E30_c__aug69,E30_c
E30_c__aug70,E30_c
E30_c__aug71,E30_c
E30_c__aug72,E30_c
E30_c__aug73,E30_c
E30_c__aug74,E30_c
E30_c__aug75,E30_c
E30_c__aug76,E30_c
E30_c__aug77,E30_c
E30_c__aug78,E30_c
E30_c__aug79,E30_c
E30_c__aug80,E30_c
E30_c__aug81,E30_c
E30_c__aug82,E30_c
E30_c__aug83,E30_c
E30_c__aug84,E30_c
E30_c__aug85,E30_c
E30_c__aug86,E30_c
E30_c__aug87,E30_c
E30_c__aug88,E30_c
E30_c__aug89,E30_c
E30_c__aug90,E30_c
E30_c__aug91,E30_c
E30_c__aug92,E30_c
E30_c__aug93,E30_c
E30_c__aug94,E30_c
E30_c__aug95,E30_c
E30_c__aug96,E30_c
E30_c__aug97,E30_c
E30_c__aug98,E30_c
E30_c__aug99,E30_c
EM8_c__aug0,EM8_c
EM8_c__aug1,EM8_c
EM8_c__aug2,EM8_c
EM8_c__aug3,EM8_c
EM8_c__aug4,EM8_c
EM8_c__aug5,EM8_c
EM8_c__aug6,EM8_c
EM8_c__aug7,EM8_c
EM8_c__aug8,EM8_c
EM8_c__aug9,EM8_c
EM8_c__aug10,EM8_c
EM8_c__aug11,EM8_c
EM8_c__aug12,EM8_c
EM8_c__aug13,EM8_c
EM8_c__aug14,EM8_c
EM8_c__aug15,EM8_c
EM8_c__aug16,EM8_c
EM8_c__aug17,EM8_c
EM8_c__aug18,EM8_c
EM8_c__aug19,EM8_c
EM8_c__aug20,EM8_c
EM8_c__aug21,EM8_c
EM8_c__aug22,EM8_c
EM8_c__aug23,EM8_c
EM8_c__aug24,EM8_c
EM8_c__aug25,EM8_c
EM8_c__aug26,EM8_c
EM8_c__aug27,EM8_c
EM8_c__aug28,EM8_c
EM8_c__aug29,EM8_c
EM8_c__aug30,EM8_c
EM8_c__aug31,EM8_c
EM8_c__aug32,EM8_c
EM8_c__aug33,EM8_c
EM8_c__aug34,EM8_c
EM8_c__aug35,EM8_c
EM8_c__aug36,EM8_c
EM8_c__aug37,EM8_c
EM8_c__aug38,EM8_c
EM8_c__aug39,EM8_c
EM8_c__aug40,EM8_c
EM8_c__aug41,EM8_c
EM8_c__aug42,EM8_c
EM8_c__aug43,EM8_c
EM8_c__aug44,EM8_c
EM8_c__aug45,EM8_c
EM8_c__aug46,EM8_c
EM8_c__aug47,EM8_c
EM8_c__aug48,EM8_c
EM8_c__aug49,EM8_c
EM8_c__aug50,EM8_c
EM8_c__aug51,EM8_c
EM8_c__aug52,EM8_c
EM8_c__aug53,EM8_c
EM8_c__aug54,EM8_c
EM8_c__aug55,EM8_c
EM8_c__aug56,EM8_c
EM8_c__aug57,EM8_c
EM8_c__aug58,EM8_c
EM8_c__aug59,EM8_c
EM8_c__aug60,EM8_c
EM8_c__aug61,EM8_c
EM8_c__aug62,EM8_c
EM8_c__aug63,EM8_c
EM8_c__aug64,EM8_c
EM8_c__aug65,EM8_c
EM8_c__aug66,EM8_c
EM8_c__aug67,EM8_c
EM8_c__aug68,EM8_c
EM8_c__aug69,EM8_c
EM8_c__aug70,EM8_c
EM8_c__aug71,EM8_c
EM8_c__aug72,EM8_c
EM8_c__aug73,EM8_c
EM8_c__aug74,EM8_c
EM8_c__aug75,EM8_c
EM8_c__aug76,EM8_c
EM8_c__aug77,EM8_c
EM8_c__aug78,EM8_c
EM8_c__aug79,EM8_c
EM8_c__aug80,EM8_c
EM8_c__aug81,EM8_c
EM8_c__aug82,EM8_c
EM8_c__aug83,EM8_c
EM8_c__aug84,EM8_c
EM8_c__aug85,EM8_c
EM8_c__aug86,EM8_c
EM8_c__aug87,EM8_c
EM8_c__aug88,EM8_c
EM8_c__aug89,EM8_c
EM8_c__aug90,EM8_c
EM8_c__aug91,EM8_c
EM8_c__aug92,EM8_c
EM8_c__aug93,EM8_c
EM8_c__aug94,EM8_c
EM8_c__aug95,EM8_c
EM8_c__aug96,EM8_c
EM8_c__aug97,EM8_c
EM8_c__aug98,EM8_c
EM8_c__aug99,EM8_c
EM1_a__aug0,EM1_a
EM1_a__aug1,EM1_a
EM1_a__aug2,EM1_a
EM1_a__aug3,EM1_a
EM1_a__aug4,EM1_a
EM1_a__aug5,EM1_a
EM1_a__aug6,EM1_a
EM1_a__aug7,EM1_a
EM1_a__aug8,EM1_a
EM1_a__aug9,EM1_a
EM1_a__aug10,EM1_a
EM1_a__aug11,EM1_a
EM1_a__aug12,EM1_a
EM1_a__aug13,EM1_a
EM1_a__aug14,EM1_a
EM1_a__aug15,EM1_a
EM1_a__aug16,EM1_a
EM1_a__aug17,EM1_a
EM1_a__aug18,EM1_a
EM1_a__aug19,EM1_a
EM1_a__aug20,EM1_a
EM1_a__aug21,EM1_a
EM1_a__aug22,EM1_a
EM1_a__aug23,EM1_a
EM1_a__aug24,EM1_a
EM1_a__aug25,EM1_a
EM1_a__aug26,EM1_a
EM1_a__aug27,EM1_a
EM1_a__aug28,EM1_a
EM1_a__aug29,EM1_a
EM1_a__aug30,EM1_a
EM1_a__aug31,EM1_a
EM1_a__aug32,EM1_a
EM1_a__aug33,EM1_a
EM1_a__aug34,EM1_a
EM1_a__aug35,EM1_a
EM1_a__aug36,EM1_a
EM1_a__aug37,EM1_a
EM1_a__aug38,EM1_a
EM1_a__aug39,EM1_a
EM1_a__aug40,EM1_a
EM1_a__aug41,EM1_a
EM1_a__aug42,EM1_a
EM1_a__aug43,EM1_a
EM1_a__aug44,EM1_a
EM1_a__aug45,EM1_a
EM1_a__aug46,EM1_a
EM1_a__aug47,EM1_a
EM1_a__aug48,EM1_a
EM1_a__aug49,EM1_a
EM1_a__aug50,EM1_a
EM1_a__aug51,EM1_a
EM1_a__aug52,EM1_a
EM1_a__aug53,EM1_a
EM1_a__aug54,EM1_a
EM1_a__aug55,EM1_a
EM1_a__aug56,EM1_a
EM1_a__aug57,EM1_a
EM1_a__aug58,EM1_a
